tree depth,extra +0s per node,term size,term size+29,Rewrite_for,rewriting,rewriting (vm only),cbv;rewrite!,cbv;setoid_rewrite,cbv;rewrite_strat(topdown),cbv;rewrite_strat(bottomup)
4,873,27095,28023,0.596,0.304,0.248,,,,
4,874,27126,28054,0.592,0.3,0.248,,,,
5,430,27154,29010,0.524,0.288,0.247,,,,
4,875,27157,28085,0.587,0.299,0.248,,,,
6,213,27179,30891,0.492,0.288,0.255,,,,
4,876,27188,28116,0.587,0.299,0.243,,,,
5,431,27217,29073,0.515,0.288,0.24,,,,
4,877,27219,28147,0.576,0.292,0.244,,,,
4,878,27250,28178,0.599,0.304,0.248,,,,
5,432,27280,29136,0.524,0.288,0.244,,,,
4,879,27281,28209,0.6,0.307,0.251,,,,
7,106,27286,34710,0.512,0.315,0.284,,,,
6,214,27306,31018,0.483,0.288,0.255,,,,
4,880,27312,28240,0.592,0.295,0.24,,,,
4,881,27343,28271,0.599,0.299,0.248,,,,
5,433,27343,29199,0.519,0.288,0.248,,,,
4,882,27374,28302,0.583,0.295,0.243,,,,
4,883,27405,28333,0.587,0.292,0.24,,,,
5,434,27406,29262,0.528,0.292,0.252,,,,
6,215,27433,31145,0.492,0.291,0.259,,,,
4,884,27436,28364,0.596,0.295,0.243,,,,
4,885,27467,28395,0.579,0.296,0.24,,,,
5,435,27469,29325,0.519,0.288,0.248,,,,
4,886,27498,28426,0.592,0.299,0.244,,,,
4,887,27529,28457,0.576,0.296,0.243,,,,
5,436,27532,29388,0.523,0.288,0.243,,,,
7,107,27541,34965,0.5,0.307,0.284,,,,
4,888,27560,28488,0.579,0.296,0.244,,,,
6,216,27560,31272,0.487,0.288,0.255,,,,
4,889,27591,28519,0.592,0.299,0.243,,,,
5,437,27595,29451,0.52,0.288,0.248,,,,
8,53,27595,42443,0.608,0.391,0.359,,,,
4,890,27622,28550,0.579,0.291,0.243,,,,
9,26,27622,57318,0.724,0.491,0.467,28.728,,,
4,891,27653,28581,0.571,0.288,0.235,,,,
5,438,27658,29514,0.536,0.307,0.255,,,,
4,892,27684,28612,0.588,0.3,0.24,,,,
6,217,27687,31399,0.492,0.292,0.255,,,,
4,893,27715,28643,0.579,0.291,0.236,,,,
5,439,27721,29577,0.516,0.288,0.248,,,,
4,894,27746,28674,0.584,0.291,0.235,,,,
4,895,27777,28705,0.599,0.304,0.248,,,,
5,440,27784,29640,0.528,0.292,0.244,,,,
7,108,27796,35220,0.507,0.316,0.288,,,,
4,896,27808,28736,0.587,0.296,0.244,,,,
6,218,27814,31526,0.5,0.291,0.259,,,,
4,897,27839,28767,0.596,0.299,0.244,,,,
5,441,27847,29703,0.523,0.292,0.252,,,,
4,898,27870,28798,0.588,0.296,0.243,,,,
4,899,27901,28829,0.596,0.304,0.252,,,,
5,442,27910,29766,0.536,0.295,0.251,,,,
4,900,27932,28860,0.604,0.307,0.247,,,,
6,219,27941,31653,0.491,0.288,0.26,,,,
4,901,27963,28891,0.591,0.299,0.247,,,,
5,443,27973,29829,0.523,0.291,0.251,,,,
4,902,27994,28922,0.591,0.299,0.247,,,,
4,903,28025,28953,0.596,0.303,0.247,,,,
5,444,28036,29892,0.528,0.291,0.248,,,,
7,109,28051,35475,0.519,0.324,0.288,,,,
4,904,28056,28984,0.599,0.304,0.251,,,,
6,220,28068,31780,0.492,0.291,0.26,,,,
4,905,28087,29015,0.584,0.296,0.248,,,,
5,445,28099,29955,0.524,0.288,0.251,,,,
8,54,28106,42954,0.591,0.384,0.36,,,,
4,906,28118,29046,0.592,0.304,0.248,,,,
4,907,28149,29077,0.587,0.299,0.248,,,,
5,446,28162,30018,0.535,0.299,0.256,,,,
4,908,28180,29108,0.596,0.299,0.248,,,,
6,221,28195,31907,0.496,0.291,0.264,,,,
4,909,28211,29139,0.584,0.299,0.248,,,,
5,447,28225,30081,0.528,0.296,0.256,,,,
4,910,28242,29170,0.587,0.299,0.248,,,,
4,911,28273,29201,0.596,0.303,0.248,,,,
5,448,28288,30144,0.54,0.299,0.251,,,,
4,912,28304,29232,0.587,0.299,0.248,,,,
7,110,28306,35730,0.516,0.32,0.288,,,,
6,222,28322,32034,0.492,0.292,0.264,,,,
4,913,28335,29263,0.584,0.299,0.251,,,,
5,449,28351,30207,0.527,0.296,0.256,,,,
4,914,28366,29294,0.596,0.303,0.248,,,,
4,915,28397,29325,0.592,0.299,0.251,,,,
5,450,28414,30270,0.536,0.299,0.256,,,,
4,916,28428,29356,0.596,0.299,0.248,,,,
6,223,28449,32161,0.5,0.296,0.264,,,,
4,917,28459,29387,0.6,0.307,0.248,,,,
5,451,28477,30333,0.519,0.288,0.244,,,,
4,918,28490,29418,0.591,0.299,0.251,,,,
4,919,28521,29449,0.599,0.304,0.251,,,,
5,452,28540,30396,0.539,0.299,0.259,,,,
4,920,28552,29480,0.608,0.307,0.251,,,,
7,111,28561,35985,0.519,0.324,0.3,,,,
6,224,28576,32288,0.5,0.296,0.26,,,,
4,921,28583,29511,0.604,0.304,0.251,,,,
5,453,28603,30459,0.528,0.299,0.259,,,,
4,922,28614,29542,0.599,0.299,0.251,,,,
8,55,28617,43465,0.596,0.399,0.375,,,,
4,923,28645,29573,0.592,0.299,0.247,,,,
9,27,28645,58341,0.727,0.512,0.487,31.087,,,
10,13,28659,88051,0.963,0.72,0.691,,,,
5,454,28666,30522,0.531,0.299,0.256,,,,
11,6,28666,147450,1.488,1.148,1.123,,,,
4,924,28676,29604,0.591,0.299,0.251,,,,
6,225,28703,32415,0.512,0.299,0.264,,,,
4,925,28707,29635,0.607,0.307,0.252,,,,
5,455,28729,30585,0.528,0.296,0.256,,,,
4,926,28738,29666,0.592,0.3,0.244,,,,
4,927,28769,29697,0.599,0.299,0.24,,,,
5,456,28792,30648,0.536,0.299,0.256,,,,
4,928,28800,29728,0.6,0.307,0.248,,,,
7,112,28816,36240,0.528,0.327,0.304,,,,
6,226,28830,32542,0.507,0.296,0.264,,,,
4,929,28831,29759,0.587,0.299,0.247,,,,
5,457,28855,30711,0.531,0.299,0.259,,,,
4,930,28862,29790,0.596,0.304,0.248,,,,
4,931,28893,29821,0.6,0.307,0.251,,,,
5,458,28918,30774,0.54,0.304,0.259,,,,
4,932,28924,29852,0.596,0.299,0.251,,,,
4,933,28955,29883,0.599,0.304,0.251,,,,
6,227,28957,32669,0.503,0.3,0.271,,,,
5,459,28981,30837,0.531,0.303,0.259,,,,
4,934,28986,29914,0.604,0.311,0.251,,,,
4,935,29017,29945,0.599,0.311,0.252,,,,
5,460,29044,30900,0.539,0.304,0.26,,,,
4,936,29048,29976,0.603,0.307,0.251,,,,
7,113,29071,36495,0.527,0.332,0.304,,,,
4,937,29079,30007,0.596,0.307,0.256,,,,
6,228,29084,32796,0.512,0.304,0.268,,,,
5,461,29107,30963,0.531,0.299,0.263,,,,
4,938,29110,30038,0.604,0.304,0.256,,,,
8,56,29128,43976,0.623,0.416,0.387,,,,
4,939,29141,30069,0.604,0.304,0.251,,,,
5,462,29170,31026,0.539,0.307,0.264,,,,
4,940,29172,30100,0.596,0.303,0.243,,,,
4,941,29203,30131,0.603,0.311,0.247,,,,
6,229,29211,32923,0.503,0.304,0.268,,,,
5,463,29233,31089,0.532,0.304,0.251,,,,
4,942,29234,30162,0.599,0.307,0.248,,,,
4,943,29265,30193,0.607,0.307,0.251,,,,
4,944,29296,30224,0.608,0.311,0.255,,,,
5,464,29296,31152,0.543,0.304,0.264,,,,
7,114,29326,36750,0.524,0.324,0.3,,,,
4,945,29327,30255,0.599,0.307,0.256,,,,
6,230,29338,33050,0.503,0.3,0.268,,,,
4,946,29358,30286,0.607,0.307,0.255,,,,
5,465,29359,31215,0.532,0.299,0.263,,,,
4,947,29389,30317,0.611,0.307,0.256,,,,
4,948,29420,30348,0.612,0.307,0.256,,,,
5,466,29422,31278,0.539,0.303,0.255,,,,
4,949,29451,30379,0.612,0.312,0.248,,,,
6,231,29465,33177,0.508,0.303,0.268,,,,
4,950,29482,30410,0.6,0.304,0.252,,,,
5,467,29485,31341,0.539,0.303,0.263,,,,
4,951,29513,30441,0.596,0.307,0.256,,,,
4,952,29544,30472,0.608,0.312,0.259,,,,
5,468,29548,31404,0.544,0.307,0.263,,,,
4,953,29575,30503,0.599,0.307,0.255,,,,
7,115,29581,37005,0.531,0.336,0.304,,,,
6,232,29592,33304,0.507,0.3,0.271,,,,
4,954,29606,30534,0.604,0.307,0.255,,,,
5,469,29611,31467,0.539,0.304,0.264,,,,
4,955,29637,30565,0.611,0.316,0.259,,,,
8,57,29639,44487,0.619,0.412,0.384,,,,
4,956,29668,30596,0.615,0.316,0.263,,,,
9,28,29668,59364,0.756,0.528,0.503,34.139,,,
5,470,29674,31530,0.551,0.307,0.263,,,,
4,957,29699,30627,0.624,0.319,0.263,,,,
6,233,29719,33431,0.512,0.307,0.275,,,,
4,958,29730,30658,0.639,0.327,0.268,,,,
5,471,29737,31593,0.536,0.307,0.255,,,,
4,959,29761,30689,0.627,0.316,0.263,,,,
4,960,29792,30720,0.624,0.316,0.259,,,,
5,472,29800,31656,0.539,0.311,0.264,,,,
4,961,29823,30751,0.632,0.327,0.271,,,,
7,116,29836,37260,0.532,0.335,0.304,,,,
6,234,29846,33558,0.503,0.304,0.275,,,,
4,962,29854,30782,0.623,0.323,0.275,,,,
5,473,29863,31719,0.535,0.307,0.264,,,,
4,963,29885,30813,0.627,0.327,0.268,,,,
4,964,29916,30844,0.623,0.323,0.259,,,,
5,474,29926,31782,0.543,0.311,0.264,,,,
4,965,29947,30875,0.612,0.307,0.259,,,,
6,235,29973,33685,0.512,0.307,0.276,,,,
4,966,29978,30906,0.611,0.311,0.255,,,,
5,475,29989,31845,0.535,0.307,0.268,,,,
4,967,30009,30937,0.619,0.316,0.256,,,,
4,968,30040,30968,0.599,0.307,0.263,,,,
5,476,30052,31908,0.548,0.307,0.259,,,,
4,969,30071,30999,0.615,0.316,0.259,,,,
7,117,30091,37515,0.539,0.344,0.311,,,,
6,236,30100,33812,0.516,0.312,0.275,,,,
4,970,30102,31030,0.628,0.323,0.263,,,,
5,477,30115,31971,0.539,0.311,0.271,,,,
4,971,30133,31061,0.619,0.316,0.264,,,,
8,58,30150,44998,0.612,0.399,0.375,,,,
4,972,30164,31092,0.615,0.307,0.256,,,,
5,478,30178,32034,0.552,0.311,0.267,,,,
4,973,30195,31123,0.62,0.32,0.264,,,,
4,974,30226,31154,0.615,0.316,0.264,,,,
6,237,30227,33939,0.511,0.307,0.279,,,,
5,479,30241,32097,0.543,0.311,0.271,,,,
4,975,30257,31185,0.62,0.316,0.264,,,,
4,976,30288,31216,0.624,0.324,0.256,,,,
5,480,30304,32160,0.551,0.316,0.268,,,,
4,977,30319,31247,0.612,0.312,0.256,,,,
7,118,30346,37770,0.543,0.347,0.311,,,,
4,978,30350,31278,0.62,0.311,0.263,,,,
6,238,30354,34066,0.524,0.315,0.279,,,,
5,481,30367,32223,0.543,0.312,0.264,,,,
4,979,30381,31309,0.611,0.316,0.259,,,,
4,980,30412,31340,0.627,0.319,0.267,,,,
5,482,30430,32286,0.552,0.316,0.272,,,,
4,981,30443,31371,0.624,0.315,0.255,,,,
4,982,30474,31402,0.604,0.307,0.264,,,,
6,239,30481,34193,0.515,0.311,0.279,,,,
5,483,30493,32349,0.544,0.312,0.268,,,,
4,983,30505,31433,0.62,0.32,0.268,,,,
4,984,30536,31464,0.627,0.323,0.264,,,,
5,484,30556,32412,0.551,0.315,0.271,,,,
4,985,30567,31495,0.619,0.324,0.259,,,,
4,986,30598,31526,0.623,0.311,0.259,,,,
7,119,30601,38025,0.54,0.336,0.307,,,,
6,240,30608,34320,0.511,0.311,0.279,,,,
5,485,30619,32475,0.548,0.315,0.271,,,,
4,987,30629,31557,0.628,0.319,0.263,,,,
4,988,30660,31588,0.619,0.323,0.264,,,,
8,59,30661,45509,0.596,0.395,0.368,,,,
5,486,30682,32538,0.556,0.316,0.271,,,,
4,989,30691,31619,0.624,0.32,0.268,,,,
9,29,30691,60387,0.748,0.515,0.487,36.227,,,
10,14,30706,90098,0.995,0.744,0.715,,,,
4,990,30722,31650,0.615,0.312,0.259,,,,
6,241,30735,34447,0.519,0.315,0.279,,,,
5,487,30745,32601,0.551,0.316,0.276,,,,
4,991,30753,31681,0.616,0.316,0.268,,,,
4,992,30784,31712,0.631,0.324,0.268,,,,
5,488,30808,32664,0.559,0.319,0.271,,,,
4,993,30815,31743,0.632,0.324,0.256,,,,
4,994,30846,31774,0.612,0.316,0.259,,,,
7,120,30856,38280,0.539,0.347,0.315,,,,
6,242,30862,34574,0.515,0.311,0.284,,,,
5,489,30871,32727,0.551,0.316,0.276,,,,
4,995,30877,31805,0.627,0.324,0.268,,,,
4,996,30908,31836,0.624,0.319,0.264,,,,
5,490,30934,32790,0.559,0.316,0.276,,,,
4,997,30939,31867,0.62,0.316,0.259,,,,
4,998,30970,31898,0.627,0.327,0.267,,,,
6,243,30989,34701,0.524,0.319,0.284,,,,
5,491,30997,32853,0.556,0.319,0.275,,,,
4,999,31001,31929,0.612,0.32,0.268,,,,
4,1000,31032,31960,0.624,0.316,0.268,,,,
5,492,31060,32916,0.555,0.319,0.275,,,,
7,121,31111,38535,0.547,0.351,0.32,,,,
6,244,31116,34828,0.523,0.316,0.279,,,,
5,493,31123,32979,0.559,0.32,0.276,,,,
8,60,31172,46020,0.627,0.42,0.391,,,,
5,494,31186,33042,0.564,0.319,0.279,,,,
6,245,31243,34955,0.523,0.32,0.288,,,,
5,495,31249,33105,0.563,0.324,0.279,,,,
5,496,31312,33168,0.56,0.324,0.275,,,,
7,122,31366,38790,0.548,0.351,0.319,,,,
6,246,31370,35082,0.532,0.32,0.288,,,,
5,497,31375,33231,0.564,0.324,0.279,,,,
5,498,31438,33294,0.556,0.32,0.28,,,,
6,247,31497,35209,0.523,0.316,0.284,,,,
5,499,31501,33357,0.564,0.32,0.279,,,,
5,500,31564,33420,0.56,0.319,0.279,,,,
7,123,31621,39045,0.543,0.347,0.32,,,,
6,248,31624,35336,0.532,0.319,0.283,,,,
5,501,31627,33483,0.559,0.323,0.279,,,,
8,61,31683,46531,0.623,0.42,0.396,,,,
5,502,31690,33546,0.559,0.324,0.28,,,,
9,30,31714,61410,0.775,0.551,0.523,38.18,,,
6,249,31751,35463,0.527,0.32,0.288,,,,
5,503,31753,33609,0.56,0.319,0.279,,,,
5,504,31816,33672,0.563,0.319,0.279,,,,
7,124,31876,39300,0.552,0.351,0.319,,,,
6,250,31878,35590,0.532,0.327,0.288,,,,
5,505,31879,33735,0.559,0.32,0.276,,,,
5,506,31942,33798,0.564,0.323,0.279,,,,
5,507,32005,33861,0.564,0.323,0.279,,,,
6,251,32005,35717,0.527,0.319,0.288,,,,
5,508,32068,33924,0.563,0.327,0.284,,,,
5,509,32131,33987,0.564,0.32,0.284,,,,
7,125,32131,39555,0.552,0.355,0.327,,,,
6,252,32132,35844,0.532,0.324,0.288,,,,
5,510,32194,34050,0.56,0.327,0.283,,,,
8,62,32194,47042,0.64,0.427,0.399,,,,
5,511,32257,34113,0.567,0.327,0.288,,,,
6,253,32259,35971,0.536,0.327,0.296,,,,
5,512,32320,34176,0.584,0.339,0.291,,,,
5,513,32383,34239,0.576,0.331,0.288,,,,
6,254,32386,36098,0.528,0.327,0.295,,,,
7,126,32386,39810,0.556,0.355,0.331,,,,
5,514,32446,34302,0.591,0.339,0.291,,,,
5,515,32509,34365,0.58,0.336,0.296,,,,
6,255,32513,36225,0.539,0.332,0.295,,,,
5,516,32572,34428,0.584,0.339,0.291,,,,
5,517,32635,34491,0.579,0.339,0.292,,,,
6,256,32640,36352,0.539,0.327,0.296,,,,
7,127,32641,40065,0.563,0.364,0.328,,,,
5,518,32698,34554,0.583,0.336,0.291,,,,
8,63,32705,47553,0.64,0.435,0.408,,,,
9,31,32737,62433,0.8,0.56,0.528,41.015,,,
10,15,32753,92145,0.992,0.748,0.724,,,,
5,519,32761,34617,0.6,0.347,0.303,,,,
11,7,32761,151545,1.547,1.188,1.159,,,,
12,3,32765,270333,2.592,2.075,2.036,5.407,,,
6,257,32767,36479,0.536,0.332,0.3,,,,
13,1,32767,507903,4.675,3.819,3.771,2.196,,,
5,520,32824,34680,0.599,0.347,0.304,,,,
5,521,32887,34743,0.596,0.347,0.296,,,,
6,258,32894,36606,0.539,0.331,0.3,,,,
7,128,32896,40320,0.563,0.364,0.331,,,,
5,522,32950,34806,0.587,0.339,0.296,,,,
5,523,33013,34869,0.591,0.336,0.292,,,,
6,259,33021,36733,0.536,0.331,0.296,,,,
5,524,33076,34932,0.576,0.336,0.296,,,,
5,525,33139,34995,0.583,0.339,0.291,,,,
6,260,33148,36860,0.543,0.335,0.299,,,,
7,129,33151,40575,0.56,0.36,0.331,,,,
5,526,33202,35058,0.58,0.336,0.291,,,,
8,64,33216,48064,0.643,0.435,0.412,,,,
5,527,33265,35121,0.587,0.336,0.295,,,,
6,261,33275,36987,0.535,0.331,0.299,,,,
5,528,33328,35184,0.583,0.339,0.296,,,,
5,529,33391,35247,0.588,0.339,0.291,,,,
6,262,33402,37114,0.543,0.336,0.304,,,,
7,130,33406,40830,0.563,0.364,0.335,,,,
5,530,33454,35310,0.583,0.343,0.296,,,,
5,531,33517,35373,0.587,0.344,0.299,,,,
6,263,33529,37241,0.547,0.335,0.304,,,,
5,532,33580,35436,0.588,0.344,0.291,,,,
5,533,33643,35499,0.584,0.344,0.299,,,,
6,264,33656,37368,0.543,0.336,0.304,,,,
7,131,33661,41085,0.556,0.36,0.332,,,,
5,534,33706,35562,0.596,0.347,0.299,,,,
8,65,33727,48575,0.644,0.44,0.411,,,,
9,32,33760,63456,0.787,0.564,0.539,43.992,,,
5,535,33769,35625,0.587,0.343,0.299,,,,
6,265,33783,37495,0.547,0.335,0.304,,,,
5,536,33832,35688,0.591,0.347,0.299,,,,
5,537,33895,35751,0.587,0.344,0.3,,,,
6,266,33910,37622,0.544,0.331,0.303,,,,
7,132,33916,41340,0.568,0.371,0.335,,,,
5,538,33958,35814,0.576,0.336,0.299,,,,
5,539,34021,35877,0.584,0.344,0.296,,,,
6,267,34037,37749,0.547,0.336,0.3,,,,
5,540,34084,35940,0.588,0.344,0.299,,,,
5,541,34147,36003,0.596,0.352,0.304,,,,
6,268,34164,37876,0.548,0.344,0.307,,,,
7,133,34171,41595,0.572,0.375,0.34,,,,
5,542,34210,36066,0.571,0.339,0.299,,,,
8,66,34238,49086,0.655,0.448,0.416,,,,
5,543,34273,36129,0.579,0.339,0.299,,,,
6,269,34291,38003,0.547,0.34,0.311,,,,
5,544,34336,36192,0.576,0.339,0.296,,,,
5,545,34399,36255,0.583,0.344,0.303,,,,
6,270,34418,38130,0.552,0.344,0.311,,,,
7,134,34426,41850,0.567,0.372,0.344,,,,
5,546,34462,36318,0.583,0.339,0.299,,,,
5,547,34525,36381,0.584,0.344,0.304,,,,
6,271,34545,38257,0.552,0.344,0.307,,,,
5,548,34588,36444,0.584,0.343,0.303,,,,
5,549,34651,36507,0.583,0.339,0.299,,,,
6,272,34672,38384,0.563,0.347,0.311,,,,
7,135,34681,42105,0.572,0.371,0.347,,,,
5,550,34714,36570,0.588,0.344,0.303,,,,
8,67,34749,49597,0.655,0.444,0.416,,,,
5,551,34777,36633,0.587,0.343,0.303,,,,
9,33,34783,64479,0.783,0.539,0.515,47.035,,,
6,273,34799,38511,0.556,0.344,0.312,,,,
10,16,34800,94192,0.992,0.743,0.72,,,,
5,552,34840,36696,0.599,0.355,0.307,,,,
5,553,34903,36759,0.575,0.336,0.296,,,,
6,274,34926,38638,0.556,0.347,0.316,,,,
7,136,34936,42360,0.583,0.38,0.352,,,,
5,554,34966,36822,0.588,0.344,0.299,,,,
5,555,35029,36885,0.583,0.344,0.304,,,,
6,275,35053,38765,0.564,0.351,0.315,,,,
5,556,35092,36948,0.588,0.344,0.304,,,,
5,557,35155,37011,0.579,0.339,0.299,,,,
6,276,35180,38892,0.567,0.356,0.324,,,,
7,137,35191,42615,0.58,0.376,0.347,,,,
5,558,35218,37074,0.587,0.347,0.304,,,,
8,68,35260,50108,0.648,0.444,0.416,,,,
5,559,35281,37137,0.584,0.344,0.304,,,,
6,277,35307,39019,0.572,0.351,0.319,,,,
5,560,35344,37200,0.584,0.347,0.304,,,,
5,561,35407,37263,0.587,0.347,0.304,,,,
6,278,35434,39146,0.563,0.356,0.32,,,,
7,138,35446,42870,0.579,0.38,0.351,,,,
5,562,35470,37326,0.588,0.347,0.307,,,,
5,563,35533,37389,0.591,0.347,0.307,,,,
6,279,35561,39273,0.572,0.36,0.324,,,,
5,564,35596,37452,0.587,0.347,0.307,,,,
5,565,35659,37515,0.592,0.352,0.303,,,,
6,280,35688,39400,0.563,0.351,0.32,,,,
7,139,35701,43125,0.592,0.384,0.356,,,,
5,566,35722,37578,0.587,0.347,0.307,,,,
8,69,35771,50619,0.659,0.456,0.431,,,,
5,567,35785,37641,0.591,0.347,0.304,,,,
9,34,35806,65502,0.791,0.572,0.551,49.019,,,
6,281,35815,39527,0.572,0.36,0.324,,,,
5,568,35848,37704,0.584,0.344,0.307,,,,
5,569,35911,37767,0.592,0.352,0.307,,,,
6,282,35942,39654,0.572,0.36,0.324,,,,
7,140,35956,43380,0.587,0.384,0.355,,,,
5,570,35974,37830,0.579,0.351,0.311,,,,
5,571,36037,37893,0.596,0.355,0.307,,,,
6,283,36069,39781,0.576,0.367,0.331,,,,
5,572,36100,37956,0.587,0.351,0.307,,,,
5,573,36163,38019,0.596,0.355,0.312,,,,
6,284,36196,39908,0.583,0.364,0.327,,,,
7,141,36211,43635,0.583,0.387,0.356,,,,
5,574,36226,38082,0.596,0.352,0.312,,,,
8,70,36282,51130,0.68,0.463,0.435,,,,
5,575,36289,38145,0.596,0.352,0.312,,,,
6,285,36323,40035,0.58,0.364,0.331,,,,
5,576,36352,38208,0.596,0.352,0.312,,,,
5,577,36415,38271,0.596,0.352,0.316,,,,
6,286,36450,40162,0.583,0.367,0.336,,,,
7,142,36466,43890,0.596,0.391,0.36,,,,
5,578,36478,38334,0.6,0.351,0.311,,,,
5,579,36541,38397,0.599,0.355,0.316,,,,
6,287,36577,40289,0.58,0.364,0.331,,,,
5,580,36604,38460,0.6,0.355,0.316,,,,
5,581,36667,38523,0.596,0.355,0.316,,,,
6,288,36704,40416,0.583,0.364,0.332,,,,
7,143,36721,44145,0.583,0.384,0.355,,,,
5,582,36730,38586,0.6,0.355,0.315,,,,
5,583,36793,38649,0.6,0.355,0.316,,,,
8,71,36793,51641,0.671,0.46,0.436,,,,
9,35,36829,66525,0.8,0.564,0.536,52.16,,,
6,289,36831,40543,0.579,0.367,0.336,,,,
10,17,36847,96239,1.02,0.771,0.748,,,,
5,584,36856,38712,0.599,0.355,0.316,,,,
11,8,36856,155640,1.576,1.239,1.208,,,,
5,585,36919,38775,0.604,0.364,0.316,,,,
6,290,36958,40670,0.584,0.371,0.335,,,,
7,144,36976,44400,0.588,0.395,0.36,,,,
5,586,36982,38838,0.592,0.355,0.32,,,,
5,587,37045,38901,0.607,0.364,0.319,,,,
6,291,37085,40797,0.579,0.368,0.336,,,,
5,588,37108,38964,0.604,0.36,0.316,,,,
5,589,37171,39027,0.611,0.36,0.319,,,,
6,292,37212,40924,0.583,0.371,0.335,,,,
7,145,37231,44655,0.596,0.395,0.364,,,,
5,590,37234,39090,0.6,0.36,0.32,,,,
5,591,37297,39153,0.592,0.355,0.32,,,,
8,72,37304,52152,0.68,0.468,0.444,,,,
6,293,37339,41051,0.576,0.364,0.327,,,,
5,592,37360,39216,0.607,0.36,0.319,,,,
5,593,37423,39279,0.604,0.36,0.32,,,,
6,294,37466,41178,0.583,0.372,0.34,,,,
5,594,37486,39342,0.612,0.368,0.324,,,,
7,146,37486,44910,0.596,0.395,0.371,,,,
5,595,37549,39405,0.604,0.364,0.32,,,,
6,295,37593,41305,0.588,0.375,0.339,,,,
5,596,37612,39468,0.612,0.364,0.319,,,,
5,597,37675,39531,0.611,0.367,0.324,,,,
6,296,37720,41432,0.583,0.376,0.344,,,,
5,598,37738,39594,0.607,0.364,0.324,,,,
7,147,37741,45165,0.607,0.403,0.372,,,,
5,599,37801,39657,0.612,0.367,0.324,,,,
8,73,37815,52663,0.663,0.463,0.436,,,,
6,297,37847,41559,0.588,0.372,0.336,,,,
9,36,37852,67548,0.804,0.596,0.568,54.456,,,
5,600,37864,39720,0.603,0.364,0.324,,,,
5,601,37927,39783,0.612,0.364,0.324,,,,
6,298,37974,41686,0.588,0.379,0.339,,,,
5,602,37990,39846,0.607,0.364,0.324,,,,
7,148,37996,45420,0.603,0.399,0.371,,,,
5,603,38053,39909,0.615,0.367,0.324,,,,
6,299,38101,41813,0.596,0.379,0.343,,,,
5,604,38116,39972,0.604,0.359,0.324,,,,
5,605,38179,40035,0.615,0.372,0.324,,,,
6,300,38228,41940,0.587,0.38,0.344,,,,
5,606,38242,40098,0.607,0.364,0.324,,,,
7,149,38251,45675,0.599,0.403,0.372,,,,
5,607,38305,40161,0.62,0.372,0.327,,,,
8,74,38326,53174,0.659,0.456,0.431,,,,
6,301,38355,42067,0.596,0.38,0.34,,,,
5,608,38368,40224,0.612,0.367,0.327,,,,
5,609,38431,40287,0.612,0.372,0.327,,,,
6,302,38482,42194,0.596,0.38,0.347,,,,
5,610,38494,40350,0.615,0.372,0.327,,,,
7,150,38506,45930,0.608,0.407,0.375,,,,
5,611,38557,40413,0.612,0.367,0.327,,,,
6,303,38609,42321,0.596,0.38,0.347,,,,
5,612,38620,40476,0.62,0.367,0.327,,,,
5,613,38683,40539,0.615,0.368,0.328,,,,
6,304,38736,42448,0.596,0.379,0.347,,,,
5,614,38746,40602,0.619,0.372,0.324,,,,
7,151,38761,46185,0.603,0.403,0.376,,,,
5,615,38809,40665,0.612,0.368,0.324,,,,
8,75,38837,53685,0.68,0.476,0.452,,,,
6,305,38863,42575,0.596,0.384,0.347,,,,
5,616,38872,40728,0.615,0.368,0.327,,,,
9,37,38875,68571,0.804,0.587,0.564,57.955,,,
10,18,38894,98286,1.036,0.796,0.772,,,,
5,617,38935,40791,0.632,0.383,0.339,,,,
6,306,38990,42702,0.596,0.384,0.347,,,,
5,618,38998,40854,0.632,0.379,0.339,,,,
7,152,39016,46440,0.615,0.412,0.38,,,,
5,619,39061,40917,0.635,0.379,0.339,,,,
6,307,39117,42829,0.599,0.388,0.352,,,,
5,620,39124,40980,0.631,0.379,0.339,,,,
5,621,39187,41043,0.636,0.384,0.336,,,,
6,308,39244,42956,0.607,0.387,0.347,,,,
5,622,39250,41106,0.619,0.375,0.331,,,,
7,153,39271,46695,0.616,0.416,0.384,,,,
5,623,39313,41169,0.639,0.384,0.34,,,,
8,76,39348,54196,0.708,0.488,0.46,,,,
6,309,39371,43083,0.6,0.384,0.347,,,,
5,624,39376,41232,0.644,0.387,0.344,,,,
5,625,39439,41295,0.636,0.384,0.336,,,,
6,310,39498,43210,0.607,0.387,0.352,,,,
5,626,39502,41358,0.644,0.387,0.339,,,,
7,154,39526,46950,0.615,0.415,0.387,,,,
5,627,39565,41421,0.635,0.388,0.344,,,,
6,311,39625,43337,0.604,0.387,0.351,,,,
5,628,39628,41484,0.631,0.384,0.343,,,,
5,629,39691,41547,0.624,0.38,0.339,,,,
6,312,39752,43464,0.607,0.391,0.352,,,,
5,630,39754,41610,0.624,0.379,0.335,,,,
7,155,39781,47205,0.627,0.42,0.387,,,,
5,631,39817,41673,0.635,0.387,0.34,,,,
8,77,39859,54707,0.695,0.483,0.456,,,,
6,313,39879,43591,0.604,0.387,0.355,,,,
5,632,39880,41736,0.628,0.384,0.339,,,,
9,38,39898,69594,0.831,0.603,0.576,61.599,,,
5,633,39943,41799,0.64,0.387,0.339,,,,
