list length,iteration count,term size,Rewrite_for,rewriting,rewriting (vm only),"rewrite_strat(topdown,bottomup)","rewrite_strat(bottomup,bottomup)",cps+vm_compute,setoid_rewrite
149,13,1937,,0.527,0.508,,,0.008,
17,114,1938,1.12,0.451,0.44,,,0.007,
19,102,1938,1.072,0.444,0.427,,,0.008,
34,57,1938,1.124,0.472,0.463,,,0.007,
38,51,1938,1.091,0.492,0.476,,,0.008,
51,38,1938,1.147,0.46,0.443,,,0.008,
57,34,1938,1.28,0.452,0.436,,,0.008,
102,19,1938,1.18,0.467,0.448,,,0.008,
114,17,1938,1.192,0.475,0.46,,,0.011,
20,97,1940,1.128,0.475,0.46,,,0.008,
97,20,1940,1.244,0.507,0.496,,,0.008,
29,67,1943,1.188,0.432,0.416,,,0.004,
67,29,1943,1.211,0.447,0.431,,,0.008,
18,108,1944,1.099,0.464,0.443,,,0.007,
24,81,1944,1.119,0.44,0.432,,,0.008,
27,72,1944,1.187,0.44,0.427,,,0.008,
36,54,1944,1.136,0.444,0.431,,,0.003,
54,36,1944,1.139,0.44,0.423,,,0.008,
72,27,1944,1.219,0.447,0.427,,,0.011,
81,24,1944,1.135,0.48,0.463,,,0.008,
108,18,1944,1.172,0.464,0.447,,,0.008,
14,139,1946,,0.508,0.487,,,0.007,
139,14,1946,,0.512,0.495,,,0.008,
33,59,1947,1.147,0.463,0.443,,,0.004,
59,33,1947,1.231,0.456,0.44,,,0.008,
13,150,1950,,0.468,0.451,,,0.008,
15,130,1950,,0.463,0.443,,,0.007,
25,78,1950,1.223,0.455,0.443,,,0.004,
26,75,1950,1.24,0.46,0.443,,,0.008,
30,65,1950,1.128,0.443,0.423,,,0.007,
39,50,1950,1.208,0.476,0.456,,,0.003,
50,39,1950,1.132,0.483,0.463,,,0.008,
65,30,1950,1.175,0.467,0.447,,,0.008,
75,26,1950,1.235,0.451,0.436,,,0.007,
78,25,1950,1.224,0.46,0.443,,,0.008,
130,15,1950,,0.467,0.448,,,0.008,
150,13,1950,,0.483,0.468,,,0.007,
16,122,1952,,0.448,0.427,,,0.008,
32,61,1952,1.183,0.44,0.424,,,0.008,
61,32,1952,1.192,0.452,0.439,,,0.011,
122,16,1952,,0.472,0.46,,,0.008,
21,93,1953,1.168,0.451,0.436,,,0.007,
31,63,1953,1.259,0.435,0.423,,,0.008,
63,31,1953,1.208,0.447,0.436,,,0.008,
93,21,1953,1.18,0.472,0.456,,,0.008,
17,115,1955,1.091,0.443,0.427,,,0.008,
23,85,1955,1.184,0.492,0.476,,,0.007,
85,23,1955,1.188,0.519,0.5,,,0.008,
115,17,1955,1.172,0.464,0.447,,,0.008,
19,103,1957,1.119,0.46,0.439,,,0.007,
103,19,1957,1.16,0.5,0.483,,,0.008,
22,89,1958,1.152,0.46,0.447,,,0.007,
89,22,1958,1.203,0.476,0.46,,,0.008,
14,140,1960,,0.483,0.463,,,0.008,
20,98,1960,1.192,0.491,0.48,,,0.007,
28,70,1960,1.16,0.464,0.447,,,0.008,
35,56,1960,1.139,0.443,0.427,,,0.008,
40,49,1960,1.128,0.476,0.463,,,0.007,
49,40,1960,1.184,0.519,0.503,,,0.008,
56,35,1960,1.179,0.443,0.423,,,0.007,
70,28,1960,1.312,0.456,0.436,,,0.008,
98,20,1960,1.144,0.488,0.463,,,0.011,
140,14,1960,,0.48,0.464,,,0.008,
37,53,1961,1.159,0.44,0.423,,,0.007,
53,37,1961,1.22,0.448,0.435,,,0.004,
18,109,1962,1.096,0.447,0.427,,,0.008,
109,18,1962,1.159,0.467,0.448,,,0.007,
15,131,1965,,0.452,0.436,,,0.008,
131,15,1965,,0.476,0.46,,,0.007,
16,123,1968,,0.455,0.44,,,0.008,
24,82,1968,1.115,0.48,0.46,,,0.008,
41,48,1968,1.172,0.5,0.48,,,0.012,
48,41,1968,1.228,0.48,0.463,,,0.007,
82,24,1968,1.248,0.507,0.491,,,0.011,
123,16,1968,,0.532,0.515,,,0.008,
27,73,1971,1.207,0.456,0.44,,,0.007,
73,27,1971,1.152,0.467,0.447,,,0.008,
17,116,1972,,0.463,0.447,,,0.008,
29,68,1972,1.187,0.46,0.447,,,0.003,
34,58,1972,1.284,0.46,0.448,,,0.008,
58,34,1972,1.18,0.471,0.451,,,0.008,
68,29,1972,1.219,0.451,0.436,,,0.007,
116,17,1972,,0.487,0.472,,,0.008,
14,141,1974,,0.463,0.443,,,0.007,
21,94,1974,1.159,0.451,0.436,,,0.008,
42,47,1974,1.256,0.491,0.476,,,0.008,
47,42,1974,1.275,0.487,0.472,,,0.007,
94,21,1974,1.172,0.456,0.443,,,0.008,
141,14,1974,,0.48,0.463,,,0.007,
25,79,1975,1.152,0.448,0.431,,,0.008,
79,25,1975,1.184,0.46,0.44,,,0.007,
19,104,1976,1.131,0.456,0.44,,,0.008,
26,76,1976,1.231,0.452,0.431,,,0.004,
38,52,1976,1.3,0.451,0.432,,,0.007,
52,38,1976,1.259,0.452,0.436,,,0.008,
76,26,1976,1.288,0.452,0.44,,,0.007,
104,19,1976,1.216,0.471,0.46,,,0.008,
23,86,1978,1.196,0.456,0.44,,,0.008,
43,46,1978,1.223,0.492,0.471,,,0.008,
46,43,1978,1.24,0.491,0.472,,,0.007,
86,23,1978,1.251,0.492,0.476,,,0.007,
15,132,1980,,0.496,0.48,,,0.008,
18,110,1980,1.16,0.46,0.44,,,0.008,
20,99,1980,1.144,0.488,0.471,,,0.007,
22,90,1980,1.172,0.468,0.451,,,0.008,
30,66,1980,1.179,0.46,0.443,,,0.007,
33,60,1980,1.184,0.464,0.447,,,0.012,
36,55,1980,1.248,0.463,0.447,,,0.008,
44,45,1980,1.28,0.548,0.531,,,0.008,
45,44,1980,1.227,0.503,0.491,,,0.007,
55,36,1980,1.224,0.472,0.456,,,0.007,
60,33,1980,1.184,0.455,0.443,,,0.008,
66,30,1980,1.251,0.476,0.463,,,0.007,
90,22,1980,1.2,0.467,0.456,,,0.008,
99,20,1980,1.239,0.524,0.508,,,0.008,
110,18,1980,1.18,0.488,0.475,,,0.007,
132,15,1980,,0.48,0.467,,,0.008,
16,124,1984,,0.455,0.436,,,0.008,
31,64,1984,1.224,0.443,0.432,,,0.008,
32,62,1984,1.132,0.447,0.432,,,0.008,
62,32,1984,1.268,0.46,0.447,,,0.007,
64,31,1984,1.279,0.46,0.44,,,0.008,
124,16,1984,,0.483,0.467,,,0.008,
14,142,1988,,0.455,0.44,,,0.008,
28,71,1988,1.279,0.455,0.436,,,0.008,
71,28,1988,1.248,0.496,0.48,,,0.007,
142,14,1988,,0.532,0.516,,,0.008,
17,117,1989,,0.496,0.48,,,0.015,
39,51,1989,1.203,0.467,0.443,,,0.008,
51,39,1989,1.172,0.467,0.455,,,0.007,
117,17,1989,,0.495,0.48,,,0.008,
24,83,1992,1.216,0.467,0.452,,,0.008,
83,24,1992,1.299,0.484,0.463,,,0.007,
15,133,1995,,0.487,0.471,,,0.008,
19,105,1995,1.172,0.451,0.436,,,0.007,
21,95,1995,1.115,0.456,0.44,,,0.008,
35,57,1995,1.248,0.447,0.435,,,0.008,
57,35,1995,1.175,0.456,0.44,,,0.011,
95,21,1995,1.244,0.48,0.459,,,0.008,
105,19,1995,1.219,0.471,0.451,,,0.007,
133,15,1995,,0.483,0.468,,,0.008,
18,111,1998,1.124,0.463,0.444,,,0.008,
27,74,1998,1.236,0.456,0.436,,,0.007,
37,54,1998,1.284,0.456,0.44,,,0.008,
54,37,1998,1.295,0.464,0.447,,,0.008,
74,27,1998,1.251,0.46,0.443,,,0.007,
111,18,1998,1.22,0.479,0.46,,,0.008,
16,125,2000,,0.476,0.456,,,0.007,
20,100,2000,1.179,0.492,0.471,,,0.008,
25,80,2000,1.204,0.495,0.48,,,0.008,
40,50,2000,1.268,0.503,0.483,,,0.008,
50,40,2000,1.255,0.496,0.48,,,0.007,
80,25,2000,1.251,0.496,0.484,,,0.007,
100,20,2000,1.228,0.528,0.512,,,0.008,
125,16,2000,,0.504,0.483,,,0.007,
23,87,2001,1.212,0.467,0.456,,,0.008,
29,69,2001,1.203,0.463,0.452,,,0.008,
69,29,2001,1.2,0.476,0.46,,,0.007,
87,23,2001,1.36,0.48,0.46,,,0.008,
14,143,2002,,0.467,0.448,,,0.008,
22,91,2002,1.22,0.484,0.463,,,0.008,
26,77,2002,1.268,0.452,0.44,,,0.008,
77,26,2002,1.275,0.46,0.443,,,0.007,
91,22,2002,1.247,0.515,0.495,,,0.008,
143,14,2002,,0.488,0.471,,,0.008,
17,118,2006,,0.46,0.443,,,0.007,
34,59,2006,1.208,0.456,0.436,,,0.008,
59,34,2006,1.28,0.46,0.44,,,0.007,
118,17,2006,,0.484,0.467,,,0.016,
41,49,2009,1.255,0.496,0.48,,,0.007,
49,41,2009,1.195,0.511,0.492,,,0.008,
15,134,2010,,0.463,0.447,,,0.007,
30,67,2010,1.251,0.451,0.436,,,0.008,
67,30,2010,1.239,0.46,0.443,,,0.012,
134,15,2010,,0.511,0.492,,,0.007,
33,61,2013,1.176,0.488,0.475,,,0.008,
61,33,2013,1.331,0.507,0.491,,,0.007,
19,106,2014,1.211,0.488,0.467,,,0.008,
38,53,2014,1.315,0.472,0.455,,,0.008,
53,38,2014,1.327,0.476,0.456,,,0.007,
106,19,2014,1.227,0.516,0.5,,,0.012,
31,65,2015,1.256,0.467,0.456,,,0.007,
65,31,2015,1.259,0.483,0.467,,,0.008,
14,144,2016,,0.476,0.46,,,0.004,
16,126,2016,,0.48,0.46,,,0.008,
18,112,2016,1.244,0.508,0.491,,,0.008,
21,96,2016,1.231,0.5,0.479,,,0.007,
24,84,2016,1.164,0.46,0.443,,,0.004,
28,72,2016,1.28,0.456,0.44,,,0.008,
32,63,2016,1.152,0.451,0.44,,,0.011,
36,56,2016,1.279,0.455,0.44,,,0.008,
42,48,2016,1.199,0.487,0.472,,,0.007,
48,42,2016,1.264,0.531,0.512,,,0.008,
56,36,2016,1.311,0.467,0.452,,,0.007,
63,32,2016,1.251,0.463,0.447,,,0.008,
72,28,2016,1.276,0.467,0.452,,,0.007,
84,24,2016,1.324,0.467,0.456,,,0.008,
96,21,2016,1.312,0.515,0.495,,,0.004,
112,18,2016,1.276,0.548,0.528,,,0.007,
126,16,2016,,0.515,0.496,,,0.008,
144,14,2016,,0.536,0.519,,,0.012,
20,101,2020,1.327,0.539,0.516,,,0.007,
101,20,2020,1.292,0.548,0.536,,,0.008,
43,47,2021,1.179,0.496,0.476,,,0.007,
47,43,2021,1.236,0.496,0.48,,,0.008,
17,119,2023,,0.48,0.463,,,0.007,
119,17,2023,,0.503,0.487,,,0.008,
22,92,2024,1.207,0.512,0.491,,,0.008,
23,88,2024,1.243,0.48,0.46,,,0.007,
44,46,2024,1.188,0.492,0.48,,,0.008,
46,44,2024,1.276,0.496,0.476,,,0.007,
88,23,2024,1.231,0.495,0.48,,,0.008,
92,22,2024,1.323,0.511,0.492,,,0.007,
15,135,2025,,0.48,0.46,,,0.008,
25,81,2025,1.331,0.463,0.443,,,0.011,
27,75,2025,1.328,0.455,0.44,,,0.008,
45,45,2025,1.195,0.519,0.507,,,0.008,
75,27,2025,1.291,0.471,0.452,,,0.008,
81,25,2025,1.324,0.472,0.456,,,0.007,
135,15,2025,,0.488,0.471,,,0.008,
26,78,2028,1.284,0.46,0.443,,,0.007,
39,52,2028,1.268,0.46,0.44,,,0.008,
52,39,2028,1.255,0.472,0.456,,,0.008,
78,26,2028,1.215,0.476,0.46,,,0.007,
14,145,2030,,0.471,0.452,,,0.012,
29,70,2030,1.231,0.452,0.436,,,0.007,
35,58,2030,1.268,0.46,0.447,,,0.008,
58,35,2030,1.339,0.492,0.476,,,0.008,
70,29,2030,1.324,0.503,0.487,,,0.007,
145,14,2030,,0.556,0.539,,,0.008,
16,127,2032,,0.487,0.472,,,0.007,
127,16,2032,,0.511,0.492,,,0.008,
19,107,2033,1.211,0.5,0.48,,,0.004,
107,19,2033,1.364,0.524,0.508,,,0.007,
18,113,2034,1.207,0.5,0.48,,,0.008,
113,18,2034,1.24,0.519,0.504,,,0.008,
37,55,2035,1.24,0.483,0.467,,,0.007,
55,37,2035,1.291,0.467,0.452,,,0.008,
21,97,2037,1.228,0.511,0.495,,,0.007,
97,21,2037,1.271,0.572,0.552,,,0.008,
15,136,2040,,0.46,0.447,,,0.008,
17,120,2040,,0.467,0.452,,,0.008,
20,102,2040,1.351,0.563,0.548,,,0.008,
24,85,2040,1.219,0.463,0.447,,,0.011,
30,68,2040,1.256,0.467,0.448,,,0.008,
34,60,2040,1.239,0.46,0.44,,,0.007,
40,51,2040,1.183,0.464,0.447,,,0.008,
51,40,2040,1.252,0.456,0.444,,,0.008,
60,34,2040,1.291,0.463,0.451,,,0.007,
68,30,2040,1.295,0.5,0.479,,,0.008,
85,24,2040,1.307,0.516,0.503,,,0.008,
102,20,2040,1.364,0.532,0.515,,,0.008,
120,17,2040,,0.536,0.516,,,0.008,
136,15,2040,,0.516,0.5,,,0.011,
14,146,2044,,0.487,0.471,,,0.008,
28,73,2044,1.292,0.471,0.456,,,0.007,
73,28,2044,1.291,0.491,0.48,,,0.008,
146,14,2044,,0.523,0.508,,,0.008,
22,93,2046,1.187,0.5,0.48,,,0.007,
31,66,2046,1.255,0.487,0.472,,,0.008,
33,62,2046,1.276,0.46,0.443,,,0.007,
62,33,2046,1.279,0.467,0.452,,,0.008,
66,31,2046,1.311,0.468,0.451,,,0.008,
93,22,2046,1.231,0.519,0.504,,,0.008,
23,89,2047,1.343,0.46,0.443,,,0.008,
89,23,2047,1.407,0.483,0.463,,,0.007,
