n,Rewrite_for,rewriting,rewriting (vm only),cbv,lazy,vm_compute,native(1)(real),native(2)(real),cbn,simpl
2271,2.564,2.187,2.144,1.488,3.683,0.076,0.161,0.222,,
2273,2.535,2.159,2.119,1.448,3.692,0.079,0.162,0.161,,
2275,2.548,2.163,2.124,1.46,3.667,0.076,0.235,0.213,,
2277,2.531,2.155,2.107,1.459,3.715,0.083,0.231,0.242,,
2279,2.512,2.144,2.104,1.464,3.751,0.076,0.229,0.239,,
2281,2.539,2.163,2.119,1.48,3.66,0.076,0.225,0.186,,
2283,2.539,2.163,2.115,1.475,3.7,0.076,0.226,0.234,,
2285,2.524,2.152,2.108,1.467,3.736,0.076,0.179,0.219,,
2287,2.567,2.187,2.14,1.491,3.768,0.076,0.224,0.227,,
2289,2.596,2.223,2.183,1.48,3.711,0.075,0.169,0.166,,
2291,2.615,2.223,2.183,1.483,3.7,0.079,0.214,0.18,,
2293,2.56,2.192,2.147,1.488,3.768,0.076,0.163,0.156,,
2295,2.552,2.176,2.132,1.475,3.779,0.076,0.215,0.229,,
2297,2.552,2.18,2.135,1.484,3.72,0.076,0.176,0.156,,
2299,2.587,2.211,2.167,1.487,3.768,0.079,0.207,0.242,,
2301,2.579,2.208,2.159,1.484,3.823,0.075,0.227,0.243,,
2303,2.543,2.18,2.135,1.503,3.724,0.083,0.226,0.17,,
2305,2.567,2.195,2.155,1.5,3.816,0.079,0.164,0.159,,
2307,2.572,2.195,2.148,1.495,3.796,0.079,0.218,0.178,,
2309,2.652,2.275,2.228,1.495,3.792,0.079,0.224,0.175,,
2311,2.636,2.259,2.215,1.503,3.804,0.08,0.159,0.218,,
2313,2.624,2.235,2.192,1.508,3.812,0.083,0.206,0.196,,
2315,2.596,2.216,2.176,1.516,3.779,0.079,0.222,0.21,,
2317,2.587,2.208,2.167,1.507,3.839,0.083,0.184,0.213,,
2319,2.596,2.22,2.172,1.512,3.847,0.076,0.2,0.221,,
2321,2.592,2.22,2.18,1.504,3.827,0.08,0.232,0.186,,
2323,2.596,2.211,2.168,1.519,3.852,0.079,0.215,0.234,,
2325,2.591,2.22,2.172,1.539,3.9,0.083,0.228,0.229,,
2327,2.612,2.235,2.188,1.519,3.844,0.08,0.166,0.227,,
2329,2.676,2.279,2.235,1.528,3.884,0.083,0.177,0.222,,
2331,2.675,2.288,2.244,1.508,3.871,0.076,0.217,0.185,,
2333,2.635,2.256,2.211,1.543,3.855,0.079,0.184,0.214,,
2335,2.624,2.248,2.203,1.548,3.927,0.08,0.237,0.173,,
2337,2.62,2.255,2.208,1.532,3.903,0.08,0.229,0.24,,
2339,2.628,2.256,2.211,1.539,3.907,0.079,0.237,0.185,,
2341,2.644,2.271,2.22,1.559,3.907,0.079,0.214,0.235,,
2343,2.644,2.271,2.228,1.559,3.928,0.087,0.23,0.228,,
2345,2.635,2.264,2.22,1.58,3.887,0.079,0.202,0.166,,
2347,2.708,2.332,2.288,1.551,3.963,0.079,0.241,0.221,,
2349,2.711,2.34,2.295,1.572,3.943,0.079,0.206,0.221,,
2351,2.683,2.307,2.259,1.559,3.947,0.083,0.191,0.171,,
2353,2.652,2.276,2.231,1.576,3.935,0.084,0.165,0.195,,
2355,2.655,2.279,2.24,1.596,3.98,0.084,0.166,0.212,,
2357,2.703,2.316,2.272,1.556,3.963,0.08,0.191,0.219,,
2359,2.651,2.292,2.243,1.551,3.971,0.084,0.172,0.23,,
2361,2.672,2.292,2.251,1.56,4.031,0.079,0.17,0.192,,
2363,2.683,2.307,2.259,1.584,3.98,0.084,0.17,0.238,,
2365,2.759,2.384,2.336,1.607,4.008,0.079,0.172,0.229,,
2367,2.727,2.352,2.299,1.58,4.039,0.083,0.169,0.16,,
2369,2.707,2.323,2.283,1.56,4.023,0.079,0.227,0.174,,
2371,2.675,2.307,2.263,1.575,4.016,0.083,0.217,0.195,,
2373,2.699,2.32,2.275,1.587,4.019,0.084,0.227,0.205,,
2375,2.672,2.307,2.268,1.608,4.004,0.08,0.176,0.161,,
2377,2.715,2.344,2.304,1.588,4.003,0.084,0.215,0.186,,
2379,2.711,2.331,2.284,1.567,4.023,0.084,0.165,0.226,,
2381,2.715,2.347,2.3,1.587,4.036,0.084,0.231,0.187,,
2383,2.783,2.407,2.367,1.604,3.98,0.084,0.22,0.185,,
2385,2.791,2.403,2.355,1.607,4.043,0.088,0.168,0.215,,
2387,2.775,2.391,2.347,1.603,4.059,0.084,0.183,0.16,,
2389,2.716,2.339,2.292,1.591,4.008,0.084,0.212,0.235,,
2391,2.751,2.367,2.324,1.6,4.052,0.084,0.181,0.222,,
2393,2.763,2.384,2.34,1.615,4.059,0.088,0.228,0.193,,
2395,2.74,2.363,2.319,1.623,4.015,0.084,0.215,0.193,,
2397,2.772,2.387,2.34,1.604,4.139,0.088,0.168,0.239,,
2399,2.759,2.387,2.339,1.607,4.071,0.087,0.228,0.185,,
2401,2.831,2.463,2.42,1.615,4.056,0.083,0.206,0.166,,
2403,2.839,2.46,2.412,1.623,4.076,0.083,0.248,0.243,,
2405,2.788,2.419,2.375,1.635,4.107,0.083,0.24,0.196,,
2407,2.756,2.376,2.336,1.62,4.092,0.087,0.174,0.23,,
2409,2.796,2.403,2.352,1.632,4.112,0.083,0.191,0.217,,
2411,2.779,2.399,2.359,1.62,4.076,0.083,0.225,0.211,,
2413,2.764,2.392,2.355,1.635,4.131,0.088,0.184,0.168,,
2415,2.756,2.392,2.344,1.635,4.127,0.084,0.23,0.182,,
2417,2.807,2.432,2.388,1.628,4.124,0.088,0.167,0.241,,
2419,2.827,2.46,2.412,1.636,4.139,0.088,0.17,0.166,,
2421,2.852,2.468,2.42,1.64,4.123,0.091,0.231,0.181,,
2423,2.855,2.48,2.436,1.663,4.135,0.088,0.165,0.159,,
2425,2.791,2.423,2.384,1.672,4.183,0.088,0.221,0.199,,
2427,2.799,2.428,2.383,1.668,4.163,0.084,0.17,0.217,,
2429,2.82,2.44,2.392,1.656,4.159,0.087,0.19,0.163,,
2431,2.783,2.415,2.359,1.663,4.192,0.088,0.219,0.191,,
2433,2.804,2.423,2.38,1.683,4.216,0.088,0.163,0.222,,
2435,2.808,2.431,2.387,1.676,4.216,0.088,0.184,0.248,,
2437,2.868,2.496,2.451,1.68,4.215,0.088,0.166,0.246,,
2439,2.884,2.504,2.459,1.663,4.243,0.088,0.174,0.168,,
2441,2.86,2.48,2.439,1.659,4.187,0.091,0.172,0.236,,
2443,2.824,2.448,2.408,1.727,4.291,0.088,0.173,0.181,,
2445,2.844,2.46,2.415,1.676,4.259,0.091,0.179,0.165,,
2447,2.847,2.471,2.428,1.676,4.268,0.088,0.229,0.245,,
2449,2.827,2.464,2.423,1.663,4.256,0.084,0.179,0.224,,
2451,2.852,2.483,2.436,1.687,4.284,0.088,0.252,0.186,,
2453,2.851,2.475,2.432,1.724,4.276,0.091,0.227,0.233,,
2455,2.884,2.507,2.463,1.683,4.304,0.088,0.227,0.181,,
2457,2.927,2.539,2.488,1.675,4.3,0.091,0.233,0.222,,
2459,2.887,2.511,2.468,1.711,4.323,0.088,0.231,0.249,,
2461,2.843,2.471,2.428,1.724,4.324,0.087,0.248,0.235,,
2463,2.864,2.483,2.432,1.708,4.307,0.088,0.239,0.289,,
2465,2.86,2.483,2.443,1.687,4.332,0.088,0.259,0.189,,
2467,2.859,2.483,2.44,1.683,4.36,0.088,0.235,0.176,,
2469,2.875,2.504,2.455,1.7,4.331,0.091,0.239,0.216,,
2471,2.867,2.491,2.444,1.74,4.348,0.092,0.228,0.17,,
2473,2.868,2.508,2.464,1.707,4.368,0.088,0.171,0.227,,
2475,2.979,2.584,2.536,1.692,4.383,0.091,0.243,0.235,,
2477,2.96,2.559,2.516,1.704,4.348,0.092,0.241,0.182,,
2479,3.048,2.663,2.584,1.724,4.384,0.088,0.226,0.189,,
2481,2.895,2.508,2.46,1.74,4.395,0.092,0.239,0.242,,
2483,2.895,2.519,2.484,1.712,4.42,0.091,0.232,0.193,,
2485,2.875,2.508,2.463,1.732,4.384,0.088,0.219,0.183,,
2487,2.88,2.503,2.456,1.724,4.423,0.088,0.237,0.185,,
2489,2.884,2.515,2.475,1.739,4.419,0.088,0.221,0.193,,
2491,2.884,2.515,2.475,1.744,4.4,0.088,0.168,0.231,,
2493,2.943,2.555,2.511,1.727,4.423,0.091,0.227,0.247,,
2495,2.98,2.608,2.559,1.727,4.476,0.096,0.235,0.22,,
2497,2.919,2.536,2.491,1.751,4.467,0.091,0.174,0.238,,
2499,2.907,2.536,2.491,1.776,4.432,0.096,0.187,0.272,,
2501,2.903,2.524,2.488,1.752,4.46,0.091,0.241,0.241,,
2503,2.928,2.551,2.511,1.788,4.483,0.088,0.241,0.249,,
2505,2.915,2.539,2.495,1.764,4.503,0.091,0.224,0.174,,
2507,2.903,2.524,2.48,1.791,4.476,0.096,0.174,0.233,,
2509,2.92,2.551,2.511,1.788,4.451,0.091,0.238,0.249,,
2511,2.932,2.539,2.5,1.764,4.512,0.095,0.24,0.183,,
2513,2.96,2.58,2.536,1.8,4.451,0.091,0.168,0.259,,
2515,3.003,2.627,2.587,1.767,4.46,0.091,0.202,0.238,,
2517,2.948,2.563,2.524,1.788,4.579,0.091,0.244,0.297,,
2519,2.9,2.523,2.476,1.764,4.548,0.095,0.196,0.234,,
2521,2.948,2.576,2.528,1.772,4.463,0.091,0.238,0.225,,
2523,2.903,2.54,2.495,1.775,4.471,0.1,0.196,0.228,,
2525,2.947,2.576,2.532,1.803,4.563,0.091,0.197,0.177,,
2527,2.927,2.551,2.516,1.827,4.539,0.091,0.216,0.211,,
2529,2.943,2.567,2.532,1.795,4.528,0.095,0.242,0.242,,
2531,2.935,2.571,2.519,1.799,4.511,0.091,0.239,0.242,,
2533,3.036,2.664,2.624,1.776,4.648,0.096,0.239,0.243,,
2535,2.968,2.596,2.556,1.812,4.519,0.091,0.228,0.243,,
2537,2.983,2.607,2.559,1.783,4.5,0.095,0.235,0.207,,
2539,2.976,2.596,2.559,1.788,4.544,0.091,0.173,0.231,,
2541,2.98,2.599,2.556,1.796,4.6,0.096,0.172,0.175,,
2543,2.979,2.599,2.544,1.823,4.624,0.096,0.241,0.175,,
2545,2.956,2.592,2.543,1.831,4.572,0.1,0.172,0.223,,
2547,2.955,2.591,2.543,1.8,4.531,0.096,0.239,0.182,,
2549,2.967,2.6,2.552,1.803,4.596,0.095,0.228,0.245,,
2551,3.024,2.656,2.615,1.803,4.575,0.095,0.18,0.215,,
2553,3.028,2.655,2.604,1.851,4.655,0.096,0.221,0.177,,
2555,3.016,2.635,2.599,1.823,4.576,0.091,0.24,0.189,,
2557,3.044,2.668,2.624,1.819,4.615,0.096,0.174,0.173,,
2559,3.012,2.636,2.591,1.803,4.667,0.1,0.17,0.193,,
2561,3.011,2.644,2.591,1.855,4.64,0.096,0.225,0.193,,
2563,3.011,2.644,2.596,1.843,5.14,0.1,0.235,0.25,,
2565,3.007,2.644,2.596,1.816,4.624,0.096,0.187,0.172,,
2567,3.012,2.635,2.587,1.839,4.647,0.091,0.17,0.235,,
2569,3.079,2.703,2.655,1.864,4.604,0.096,0.241,0.23,,
2571,3.071,2.688,2.644,1.911,4.708,0.1,0.188,0.246,,
2573,3.063,2.676,2.631,1.855,4.66,0.096,0.201,0.247,,
2575,3.023,2.648,2.612,1.836,4.655,0.1,0.192,0.234,,
2577,3.,2.632,2.588,1.851,4.668,0.095,0.245,0.239,,
2579,3.016,2.64,2.596,1.892,4.636,0.096,0.182,0.178,,
2581,3.043,2.675,2.635,1.86,4.676,0.1,0.207,0.18,,
2583,3.003,2.631,2.592,1.848,4.711,0.095,0.229,0.252,,
2585,3.024,2.656,2.615,1.864,4.695,0.099,0.241,0.195,,
2587,3.087,2.703,2.663,1.888,4.739,0.096,0.234,0.196,,
2589,3.083,2.7,2.66,1.868,4.719,0.096,0.179,0.234,,
2591,3.076,2.688,2.648,1.855,4.768,0.1,0.231,0.18,,
2593,3.051,2.683,2.635,1.879,4.715,0.1,0.237,0.245,,
2595,3.031,2.663,2.624,1.903,4.776,0.095,0.189,0.182,,
2597,3.051,2.68,2.635,1.888,4.768,0.099,0.173,0.176,,
2599,3.036,2.663,2.624,1.864,4.812,0.1,0.173,0.243,,
2601,3.044,2.675,2.64,1.891,4.827,0.096,0.186,0.239,,
2603,3.048,2.683,2.644,1.884,4.844,0.103,0.19,0.237,,
2605,3.127,2.751,2.708,1.911,4.743,0.1,0.188,0.244,,
2607,3.096,2.716,2.676,1.879,4.768,0.096,0.265,0.22,,
2609,3.107,2.723,2.675,1.888,4.764,0.096,0.235,0.193,,
2611,3.079,2.711,2.663,1.892,4.804,0.1,0.176,0.239,,
2613,3.071,2.692,2.656,1.908,4.74,0.099,0.187,0.248,,
2615,3.104,2.724,2.68,1.899,4.84,0.095,0.218,0.239,,
2617,3.115,2.743,2.703,1.903,4.835,0.1,0.187,0.181,,
2619,3.115,2.743,2.708,1.903,4.88,0.096,0.172,0.276,,
2621,3.144,2.763,2.72,1.908,4.771,0.103,0.241,0.254,,
2623,3.211,2.839,2.796,1.94,4.795,0.1,0.187,0.241,,
2625,3.24,2.851,2.812,1.923,4.879,0.1,0.223,0.241,,
2627,3.171,2.792,2.751,1.912,4.919,0.099,0.196,0.244,,
2629,3.155,2.776,2.732,1.903,4.855,0.099,0.181,0.172,,
2631,3.147,2.779,2.736,1.939,4.88,0.103,0.233,0.193,,
2633,3.144,2.775,2.727,1.919,4.867,0.1,0.179,0.245,,
2635,3.18,2.799,2.752,1.912,4.98,0.1,0.186,0.177,,
2637,3.184,2.804,2.756,1.907,4.884,0.103,0.206,0.175,,
2639,3.168,2.791,2.755,1.947,4.779,0.1,0.175,0.171,,
2641,3.279,2.88,2.836,1.936,4.975,0.1,0.249,0.238,,
2643,3.235,2.843,2.796,1.927,4.923,0.1,0.248,0.196,,
2645,3.195,2.824,2.779,1.923,4.9,0.108,0.247,0.26,,
2647,3.188,2.807,2.763,1.995,4.916,0.1,0.192,0.281,,
2649,3.18,2.807,2.768,1.98,4.896,0.103,0.255,0.204,,
2651,3.187,2.816,2.772,1.972,5.088,0.1,0.177,0.176,,
2653,3.175,2.799,2.759,1.956,4.903,0.1,0.226,0.263,,
2655,3.175,2.807,2.763,1.98,4.891,0.103,0.253,0.25,,
2657,3.2,2.827,2.784,2.003,4.956,0.1,0.195,0.188,,
2659,3.304,2.908,2.864,1.964,4.947,0.107,0.228,0.248,,
2661,3.272,2.88,2.831,1.956,5.011,0.1,0.246,0.249,,
2663,3.223,2.855,2.816,1.98,5.031,0.1,0.237,0.197,,
2665,3.228,2.855,2.815,2.,4.947,0.103,0.238,0.247,,
2667,3.211,2.836,2.792,1.968,5.091,0.108,0.186,0.233,,
2669,3.231,2.855,2.816,1.987,5.011,0.103,0.197,0.174,,
2671,3.243,2.868,2.827,1.991,4.98,0.1,0.186,0.174,,
2673,3.211,2.832,2.796,1.995,5.016,0.108,0.182,0.231,,
2675,3.259,2.887,2.847,1.971,5.099,0.103,0.199,0.197,,
2677,3.311,2.936,2.892,1.991,5.,0.108,0.28,0.225,,
2679,3.268,2.884,2.847,1.991,5.076,0.104,0.247,0.197,,
2681,3.284,2.887,2.847,2.011,5.039,0.103,0.279,0.254,,
2683,3.276,2.895,2.855,1.975,5.083,0.108,0.187,0.225,,
2685,3.251,2.887,2.847,1.991,4.98,0.107,0.249,0.198,,
2687,3.268,2.888,2.844,1.995,5.099,0.115,0.183,0.189,,
2689,3.279,2.912,2.875,2.019,5.088,0.104,0.246,0.239,,
2691,3.283,2.903,2.86,1.987,5.1,0.107,0.227,0.196,,
2693,3.38,2.991,2.948,2.,5.092,0.107,0.24,0.255,,
2695,3.392,2.98,2.932,2.003,5.144,0.103,0.242,0.202,,
2697,3.336,2.948,2.903,2.043,5.219,0.115,0.258,0.231,,
2699,3.3,2.92,2.872,2.019,5.039,0.1,0.199,0.216,,
2701,3.304,2.923,2.887,2.012,5.092,0.103,0.188,0.249,,
2703,3.324,2.951,2.912,2.019,5.143,0.107,0.209,0.246,,
2705,3.292,2.92,2.88,2.052,5.148,0.103,0.239,0.19,,
2707,3.324,2.947,2.907,2.015,5.231,0.119,0.191,0.18,,
2709,3.379,2.995,2.951,2.031,5.172,0.103,0.175,0.234,,
2711,3.411,3.028,2.983,2.039,5.119,0.104,0.244,0.188,,
2713,3.38,3.,2.956,2.055,5.135,0.108,0.243,0.254,,
2715,3.379,2.996,2.952,2.064,5.216,0.108,0.21,0.24,,
2717,3.367,2.98,2.932,2.04,5.192,0.115,0.279,0.203,,
2719,3.372,3.004,2.96,2.036,5.303,0.103,0.254,0.247,,
2721,3.411,3.016,2.967,2.087,5.247,0.107,0.249,0.196,,
2723,3.376,2.992,2.948,2.072,5.155,0.111,0.255,0.201,,
2725,3.356,2.983,2.936,2.076,5.28,0.107,0.248,0.194,,
2727,3.423,3.047,3.007,2.055,5.224,0.124,0.187,0.177,,
2729,3.455,3.067,3.027,2.1,5.208,0.107,0.234,0.253,,
2731,3.443,3.052,3.008,2.076,5.384,0.107,0.19,0.237,,
2733,3.4,3.012,2.963,2.067,5.152,0.111,0.198,0.244,,
2735,3.4,3.024,2.983,2.08,5.271,0.107,0.256,0.257,,
2737,3.387,3.019,2.975,2.127,5.315,0.119,0.257,0.195,,
2739,3.423,3.032,2.992,2.096,5.292,0.107,0.295,0.256,,
2741,3.416,3.027,2.98,2.096,5.367,0.108,0.247,0.264,,
2743,3.443,3.059,3.008,2.072,5.268,0.112,0.257,0.249,,
2745,3.536,3.152,3.108,2.124,5.235,0.111,0.25,0.225,,
2747,3.508,3.128,3.084,2.08,5.32,0.119,0.213,0.185,,
2749,3.472,3.088,3.039,2.072,5.291,0.112,0.234,0.228,,
2751,3.476,3.076,3.023,2.103,5.303,0.108,0.255,0.257,,
2753,3.496,3.112,3.063,2.128,5.46,0.115,0.257,0.258,,
2755,3.496,3.115,3.071,2.128,5.315,0.108,0.255,0.199,,
2757,3.463,3.079,3.032,2.099,5.36,0.12,0.263,0.248,,
2759,3.503,3.108,3.059,2.091,5.351,0.108,0.248,0.196,,
2761,3.472,3.092,3.052,2.135,5.344,0.108,0.261,0.189,,
2763,3.536,3.155,3.104,2.096,5.44,0.111,0.249,0.243,,
2765,3.596,3.188,3.144,2.096,5.372,0.112,0.255,0.248,,
2767,3.524,3.128,3.084,2.108,5.356,0.124,0.255,0.241,,
2769,3.516,3.124,3.079,2.144,5.403,0.112,0.247,0.192,,
2771,3.492,3.119,3.072,2.104,5.423,0.108,0.256,0.212,,
2773,3.536,3.144,3.1,2.139,5.56,0.112,0.191,0.249,,
2775,3.488,3.104,3.056,2.136,5.335,0.111,0.193,0.182,,
2777,3.523,3.143,3.092,2.144,5.391,0.108,0.254,0.186,,
2779,3.576,3.196,3.152,2.107,5.4,0.112,0.179,0.18,,
2781,3.639,3.248,3.199,2.131,5.468,0.111,0.177,0.273,,
2783,3.539,3.16,3.111,2.155,5.599,0.123,0.251,0.292,,
2785,3.543,3.152,3.108,2.172,5.411,0.108,0.261,0.262,,
2787,3.527,3.143,3.096,2.147,5.452,0.112,0.274,0.199,,
2789,3.539,3.155,3.112,2.2,5.48,0.111,0.261,0.186,,
2791,3.567,3.179,3.132,2.168,5.891,0.112,0.187,0.255,,
2793,3.556,3.163,3.108,2.187,5.544,0.111,0.247,0.22,,
2795,3.527,3.143,3.099,2.179,5.483,0.115,0.183,0.257,,
2797,3.647,3.256,3.211,2.183,5.543,0.112,0.288,0.213,,
2799,3.639,3.228,3.184,2.203,5.539,0.119,0.257,0.257,,
2801,3.576,3.195,3.152,2.175,5.471,0.111,0.191,0.292,,
2803,3.591,3.199,3.159,2.172,5.515,0.112,0.207,0.24,,
2805,3.603,3.215,3.175,2.176,5.483,0.115,0.241,0.278,,
2807,3.611,3.228,3.179,2.195,5.584,0.119,0.201,0.188,,
2809,3.655,3.199,3.152,2.195,5.583,0.115,0.243,0.305,,
2811,3.544,3.164,3.123,2.172,5.431,0.115,0.282,0.252,,
2813,3.588,3.207,3.167,2.176,5.539,0.112,0.275,0.252,,
2815,3.628,3.244,3.195,2.208,5.655,0.115,0.201,0.256,,
2817,3.576,3.2,3.155,2.2,5.539,0.12,0.25,0.242,,
2819,3.592,3.208,3.168,2.195,5.567,0.115,0.192,0.252,,
2821,3.551,3.175,3.127,2.203,5.7,0.124,0.237,0.209,,
2823,3.579,3.204,3.16,2.235,5.552,0.111,0.191,0.184,,
2825,3.568,3.188,3.143,2.195,5.587,0.115,0.253,0.183,,
2827,3.576,3.199,3.155,2.192,5.639,0.12,0.269,0.25,,
2829,3.591,3.203,3.163,2.228,5.655,0.124,0.257,0.217,,
2831,3.603,3.228,3.179,2.24,5.643,0.115,0.249,0.205,,
2833,3.667,3.275,3.231,2.203,5.599,0.116,0.185,0.191,,
2835,3.635,3.256,3.203,2.203,5.731,0.112,0.192,0.183,,
2837,3.592,3.211,3.172,2.235,5.659,0.115,0.258,0.201,,
2839,3.619,3.235,3.192,2.224,5.648,0.124,0.195,0.259,,
2841,3.616,3.239,3.195,2.211,5.684,0.115,0.19,0.257,,
2843,3.632,3.256,3.203,2.231,5.664,0.116,0.245,0.26,,
2845,3.623,3.248,3.204,2.268,5.748,0.119,0.256,0.254,,
2847,3.683,3.307,3.259,2.24,5.692,0.115,0.207,0.248,,
2849,3.703,3.315,3.268,2.22,5.695,0.119,0.216,0.248,,
2851,3.696,3.307,3.264,2.231,5.771,0.124,0.224,0.192,,
2853,3.659,3.271,3.228,2.276,5.708,0.115,0.185,0.248,,
2855,3.648,3.264,3.22,2.247,5.748,0.128,0.195,0.183,,
2857,3.644,3.268,3.215,2.316,5.84,0.12,0.261,0.205,,
2859,3.652,3.279,3.235,2.276,5.659,0.119,0.203,0.256,,
2861,3.663,3.288,3.248,2.304,5.764,0.123,0.262,0.2,,
2863,3.688,3.311,3.275,2.264,5.844,0.128,0.254,0.216,,
2865,3.735,3.344,3.304,2.303,5.867,0.115,0.2,0.258,,
2867,3.704,3.32,3.276,2.271,5.875,0.115,0.257,0.254,,
2869,3.688,3.304,3.26,2.271,5.855,0.119,0.202,0.204,,
2871,3.675,3.295,3.248,2.291,5.727,0.115,0.26,0.197,,
2873,3.675,3.299,3.251,2.264,5.835,0.128,0.187,0.267,,
2875,3.66,3.28,3.244,2.296,5.875,0.119,0.202,0.261,,
2877,3.695,3.311,3.268,2.312,5.815,0.119,0.3,0.254,,
2879,3.748,3.376,3.323,2.304,6.044,0.124,0.271,0.265,,
2881,3.768,3.38,3.336,2.279,5.788,0.128,0.194,0.261,,
2883,3.776,3.384,3.335,2.336,5.816,0.115,0.261,0.26,,
2885,3.724,3.344,3.3,2.299,5.88,0.119,0.268,0.203,,
2887,3.784,3.396,3.347,2.288,5.875,0.123,0.264,0.187,,
2889,3.751,3.359,3.319,2.304,6.056,0.119,0.245,0.204,,
2891,3.783,3.395,3.351,2.332,5.84,0.128,0.188,0.19,,
2893,3.743,3.359,3.315,2.312,5.871,0.123,0.196,0.187,,
2895,3.84,3.452,3.403,2.307,5.92,0.119,0.187,0.251,,
2897,3.875,3.476,3.423,2.336,5.872,0.123,0.198,0.258,,
2899,3.835,3.436,3.392,2.324,6.056,0.128,0.263,0.265,,
2901,3.803,3.42,3.371,2.316,5.86,0.124,0.253,0.212,,
2903,3.831,3.436,3.387,2.316,5.976,0.124,0.253,0.264,,
2905,3.82,3.427,3.38,2.355,5.996,0.128,0.272,0.29,,
2907,3.792,3.403,3.351,2.324,5.963,0.123,0.274,0.277,,
2909,3.835,3.443,3.396,2.32,6.096,0.131,0.2,0.265,,
2911,3.88,3.492,3.439,2.355,5.931,0.119,0.272,0.266,,
2913,3.92,3.524,3.475,2.351,5.923,0.119,0.277,0.207,,
2915,3.852,3.455,3.407,2.34,5.956,0.127,0.191,0.255,,
2917,3.831,3.452,3.395,2.363,5.988,0.128,0.192,0.248,,
2919,3.824,3.431,3.384,2.408,6.148,0.124,0.27,0.226,,
2921,3.952,3.492,3.443,2.348,5.939,0.124,0.202,0.187,,
2923,3.832,3.46,3.408,2.372,6.036,0.128,0.22,0.236,,
2925,3.84,3.46,3.416,2.392,6.016,0.123,0.261,0.257,,
2927,3.84,3.452,3.403,2.391,6.172,0.136,0.255,0.256,,
2929,3.927,3.539,3.496,2.372,6.052,0.124,0.268,0.27,,
2931,3.887,3.5,3.46,2.371,5.992,0.12,0.264,0.258,,
2933,3.864,3.476,3.432,2.38,6.083,0.123,0.199,0.213,,
2935,3.86,3.467,3.42,2.395,6.079,0.128,0.254,0.264,,
2937,3.867,3.48,3.436,2.391,6.164,0.123,0.27,0.208,,
2939,3.872,3.484,3.431,2.367,6.047,0.123,0.265,0.265,,
2941,3.867,3.487,3.44,2.423,6.112,0.131,0.29,0.277,,
2943,3.891,3.491,3.443,2.375,6.135,0.123,0.273,0.247,,
2945,3.867,3.48,3.431,2.384,6.276,0.124,0.262,0.214,,
2947,3.967,3.572,3.528,2.392,6.079,0.128,0.255,0.214,,
2949,3.936,3.532,3.483,2.423,6.139,0.131,0.26,0.211,,
2951,3.895,3.512,3.463,2.387,6.168,0.128,0.192,0.243,,
2953,3.884,3.491,3.451,2.376,6.407,0.123,0.279,0.21,,
2955,3.88,3.504,3.455,2.46,6.223,0.128,0.259,0.201,,
2957,3.92,3.528,3.48,2.387,6.248,0.124,0.258,0.204,,
2959,3.923,3.527,3.48,2.415,6.284,0.132,0.202,0.252,,
2961,3.903,3.519,3.472,2.408,6.396,0.123,0.275,0.201,,
2963,3.912,3.527,3.487,2.435,6.304,0.123,0.255,0.245,,
2965,4.039,3.652,3.599,2.412,6.251,0.128,0.28,0.201,,
2967,3.988,3.596,3.551,2.4,6.372,0.131,0.257,0.269,,
2969,3.968,3.587,3.539,2.436,6.996,0.123,0.269,0.272,,
2971,3.94,3.548,3.5,2.443,6.22,0.128,0.224,0.26,,
2973,3.96,3.563,3.516,2.423,6.376,0.132,0.273,0.222,,
